country_id,city_id,profit
A,a03,8013.15
A,a03,6952.43
A,a03,13005.0
A,a03,9300.91
A,a03,13578.81
A,a03,3224.96
A,a03,9944.34
A,a03,9686.54
A,a03,8813.15
A,a03,10255.14
A,a03,10067.62
A,a03,8864.26
A,a03,6160.33
A,a03,7016.58
A,a03,8245.47
A,a03,7074.86
A,a03,8401.24
A,a03,10597.88
A,a03,7263.37
A,a03,11677.62
A,a03,11501.03
A,a03,8467.51
A,a03,9321.82
A,a03,3977.0
A,a03,11419.61
A,a03,4477.42
A,a03,8194.01
A,a03,12846.81
A,a03,10322.68
A,a03,12158.08
A,a03,8993.99
A,a03,9443.72
A,a03,6558.03
A,a03,14628.83
A,a03,8612.81
A,a03,9425.46
A,a03,8626.96
A,a03,1732.4
A,a03,3969.96
A,a03,8268.06
A,a03,2911.72
A,a03,7414.38
A,a03,8761.6
A,a03,6134.88
A,a03,5386.9
A,a03,10565.09
A,a03,9170.8
A,a03,8004.7
A,a03,11260.43
A,a03,9478.11
A,a03,6530.48
A,a03,14474.4
A,a03,10590.48
A,a03,10197.99
A,a03,9373.91
A,a03,14949.09
A,a03,6436.44
A,a03,7000.81
A,a03,6887.97
A,a03,4941.92
A,a03,9151.64
A,a03,8622.13
A,a03,8078.09
A,a03,6727.06
A,a03,11195.94
A,a03,9883.21
A,a03,10713.38
A,a03,10760.31
A,a03,9586.4
A,a03,8008.79
A,a03,7270.92
A,a03,10767.68
A,a03,8307.96
A,a03,6269.65
A,a03,8400.27
A,a03,8676.88
A,a03,7759.2
A,a03,4680.03
A,a04,8703.47
A,a04,6427.55
A,a04,7873.11
A,a04,5758.87
A,a04,12556.19
A,a04,8476.94
A,a04,5378.06
A,a04,6824.44
A,a04,6148.93
A,a04,9256.69
A,a04,7489.28
A,a04,5708.57
A,a04,7735.12
A,a04,11090.03
A,a04,10775.82
A,a04,9595.32
A,a04,9382.77
A,a04,7417.67
A,a04,3848.57
A,a04,5068.28
A,a04,10114.8
A,a04,9478.35
A,a04,10323.07
A,a04,8102.8
A,a04,11336.72
A,a04,5007.98
A,a04,8718.03
A,a04,11319.14
A,a04,6217.41
A,a04,11994.18
A,a04,7730.8
A,a04,8181.8
A,a04,4660.83
A,a04,11625.85
A,a04,8643.51
A,a04,2942.43
A,a04,8756.54
A,a04,10945.47
A,a04,6634.79
A,a04,7091.4
A,a04,9122.55
A,a04,12009.26
A,a04,9067.59
A,a04,10727.19
A,a04,12637.81
A,a04,8844.14
A,a04,9677.14
A,a04,9014.61
A,a04,7204.66
A,a04,10263.97
A,a04,7199.35
A,a04,6247.91
A,a04,9655.35
A,a04,11887.63
A,a04,11012.69
A,a04,9988.7
A,a04,9427.61
A,a04,5809.9
A,a04,7847.37
A,a04,6829.68
A,a04,4869.62
A,a04,8773.17
A,a04,7919.65
A,a04,6523.58
A,a04,5423.94
A,a04,9539.05
A,a04,11338.45
A,a04,7594.54
A,a04,4321.19
A,a04,8554.25
A,a04,8898.79
A,a04,9757.44
A,a04,7170.08
A,a04,8107.83
A,a04,6649.65
A,a04,4653.12
A,a04,9614.11
A,a04,9366.64
A,a04,10194.68
A,a04,7871.83
A,a04,7888.54
A,a04,8778.93
A,a04,6798.04
A,a04,8962.68
A,a04,5141.76
A,a04,8851.06
A,a04,8795.93
A,a04,7657.26
A,a04,6571.5
A,a04,3935.51
A,a04,5265.35
A,a04,5610.71
A,a04,2637.66
A,a04,6496.79
A,a04,11144.78
A,a04,5687.2
A,a04,4486.86
A,a04,9451.47
A,a04,5958.19
A,a04,10419.1
A,a05,13830.96
A,a05,12945.24
A,a05,15893.54
A,a05,16204.74
A,a05,12543.45
A,a05,13720.25
A,a05,14360.5
A,a05,10997.99
A,a05,18360.44
A,a05,16027.82
A,a05,16297.81
A,a05,14848.42
A,a05,15472.57
A,a05,13674.94
A,a05,15471.7
A,a05,13110.32
A,a05,13858.84
A,a05,15616.67
A,a05,21690.77
A,a05,13220.78
A,a05,17289.56
A,a05,13460.55
A,a05,11753.46
A,a05,14063.09
A,a05,13772.48
A,a05,12933.53
A,a05,14689.16
A,a05,14340.32
A,a05,14961.59
A,a05,16438.95
A,a05,13004.03
A,a05,13272.45
A,a05,12217.19
A,a05,13395.07
A,a05,14788.5
A,a05,19498.63
A,a05,15360.4
A,a05,12690.85
A,a05,11596.46
A,a05,19767.87
A,a05,17365.09
A,a05,13565.98
A,a05,11482.02
A,a05,12709.54
A,a05,15802.9
A,a05,17614.04
A,a05,7192.94
A,a05,18233.41
A,a05,16030.06
A,a05,15915.02
A,a05,16691.96
A,a05,14745.35
A,a05,14652.58
A,a05,16706.87
A,a05,13007.19
A,a05,10038.79
A,a05,14643.84
A,a05,15599.33
A,a05,12672.99
A,a05,12752.21
A,a05,14780.44
A,a05,12944.11
A,a05,14549.32
A,a05,17468.76
A,a05,9434.3
A,a05,11819.92
A,a05,15375.38
A,a05,14524.01
A,a05,12894.16
A,a05,15557.22
A,a05,15651.89
A,a05,16856.43
A,a05,9611.55
A,a05,15932.91
A,a05,15253.09
A,a05,16964.5
A,a05,14231.13
A,a05,11634.14
A,a05,12565.99
A,a05,16878.35
A,a05,11972.19
A,a05,14101.17
A,a05,16824.37
A,a05,12343.69
A,a05,15346.88
A,a05,7210.39
A,a05,15098.03
A,a05,11020.76
A,a05,13573.8
A,a05,18067.22
A,a05,16985.42
A,a05,17626.62
A,a05,16164.06
A,a05,17195.77
A,a05,13946.55
A,a05,16761.05
A,a05,14751.48
A,a05,18430.88
A,a05,12432.17
A,a05,13827.4
A,a06,10770.92
A,a06,9539.53
A,a06,8008.98
A,a06,5349.24
A,a06,8575.65
A,a06,8907.74
A,a06,8621.53
A,a06,11048.34
A,a06,9810.07
A,a06,11135.93
A,a06,11871.95
A,a06,11200.76
A,a06,12534.26
A,a06,5581.74
A,a06,6156.6
A,a06,8795.45
A,a06,12527.64
A,a06,8253.23
A,a06,10332.68
A,a06,6375.1
A,a06,11092.19
A,a06,11655.02
A,a06,8519.44
A,a06,11532.65
A,a06,8782.74
A,a06,5244.21
A,a06,11143.57
A,a06,12188.43
A,a06,9854.48
A,a06,8933.25
A,a06,5380.4
A,a06,9120.72
A,a06,9687.2
A,a06,14932.16
A,a06,8995.77
A,a06,9293.68
A,a06,7354.25
A,a06,7288.0
A,a06,11088.38
A,a06,8028.45
A,a06,7675.63
A,a06,8761.38
A,a06,12671.09
A,a06,4394.67
A,a06,10141.6
A,a06,10425.63
A,a06,4699.59
A,a06,7382.47
A,a06,10639.74
A,a06,14107.52
A,a06,7007.62
A,a06,12396.66
A,a06,4316.75
A,a06,10020.49
A,a06,6663.61
A,a06,6642.94
A,a06,9091.96
A,a06,10424.12
A,a06,9268.99
A,a06,5567.99
A,a06,9763.61
A,a06,11686.95
A,a06,5534.25
A,a06,8852.46
A,a06,12064.13
A,a06,12683.92
A,a06,9112.46
A,a06,4167.45
A,a06,8164.89
A,a06,7417.05
A,a06,11288.63
A,a06,8112.99
A,a06,7600.45
A,a06,7510.26
A,a06,9962.98
A,a06,5350.08
A,a06,8509.88
A,a06,6435.2
A,a06,9575.04
A,a06,6474.07
A,a06,5810.66
A,a06,12983.2
A,a06,10767.35
A,a06,9639.22
A,a06,8171.04
A,a06,10552.9
A,a06,10651.68
A,a06,12405.88
A,a06,8617.53
A,a06,5882.77
A,a06,9724.94
A,a06,10956.14
A,a06,5218.62
A,a06,12667.04
A,a06,9821.09
A,a06,6914.54
A,a06,10951.83
A,a06,12614.96
A,a06,7971.3
A,a06,5437.55
A,a07,7457.41
A,a07,7827.2
A,a07,9808.85
A,a07,8321.72
A,a07,3145.57
A,a07,5368.3
A,a07,5722.79
A,a07,10793.95
A,a07,9544.05
A,a07,5163.04
A,a07,7262.03
A,a07,1899.8
A,a07,6525.08
A,a07,4200.27
A,a07,7086.5
A,a07,6299.66
A,a07,9604.21
A,a07,5902.17
A,a07,10012.88
A,a07,8787.62
A,a07,4977.6
A,a07,7614.51
A,a07,8749.48
A,a07,3798.75
A,a07,8753.05
A,a07,7462.39
A,a07,12231.82
A,a07,11841.84
A,a07,5082.05
A,a07,4485.74
A,a07,8407.03
A,a07,9375.99
A,a07,7787.66
A,a07,8176.92
A,a07,11588.64
A,a07,5783.36
A,a07,9043.81
A,a07,10285.54
A,a07,7538.94
A,a07,9180.17
A,a07,10177.66
A,a07,6137.3
A,a07,7446.39
A,a07,10606.87
A,a07,5842.03
A,a07,11348.42
A,a07,7176.3
A,a07,9484.32
A,a07,6760.8
A,a07,9106.58
A,a07,9772.33
A,a07,6469.55
A,a07,6362.98
A,a07,7881.74
A,a07,12324.37
A,a07,6049.64
A,a07,10422.56
A,a07,9924.85
A,a07,7292.72
A,a07,8773.31
A,a07,11710.98
A,a07,5802.67
A,a07,4747.99
A,a07,8406.02
A,a07,7118.21
A,a07,12294.93
A,a07,11183.01
A,a07,2220.84
A,a07,9319.49
A,a07,6596.22
A,a07,10152.39
A,a07,5662.02
A,a07,7407.7
A,a07,9568.91
A,a07,8043.67
A,a07,10139.06
A,a07,6339.52
A,a07,5346.33
A,a07,8124.72
A,a07,8855.78
A,a07,8633.38
A,a07,8284.51
A,a07,3867.45
A,a07,7558.61
A,a07,7853.82
A,a07,11695.52
A,a07,12721.36
A,a07,9456.86
A,a07,4482.82
A,a07,10186.63
A,a07,6888.18
A,a07,9317.7
A,a07,6472.86
A,a07,11308.4
A,a07,9591.94
A,a07,7027.8
A,a07,11889.63
A,a07,2930.42
A,a07,5750.75
A,a07,4617.77
A,a08,12782.53
A,a08,12260.89
A,a08,7454.17
A,a08,11655.15
A,a08,13561.15
A,a08,14631.33
A,a08,7276.33
A,a08,8793.95
A,a08,15840.28
A,a08,11720.37
A,a08,11188.58
A,a08,14911.21
A,a08,14237.73
A,a08,8453.22
A,a08,12341.87
A,a08,11187.01
A,a08,13523.82
A,a08,10726.95
A,a08,13409.97
A,a08,5150.11
A,a08,12402.2
A,a08,16911.11
A,a08,14371.15
A,a08,16805.71
A,a08,13609.43
A,a08,11858.51
A,a08,10229.04
A,a08,11315.1
A,a08,16186.85
A,a08,12354.76
A,a08,13467.76
A,a08,13944.98
A,a08,11459.64
A,a08,15606.13
A,a08,6646.71
A,a08,14666.82
A,a08,13220.68
A,a08,13190.3
A,a08,11551.34
A,a08,7499.0
A,a08,14901.03
A,a08,12433.88
A,a08,13892.93
A,a08,12556.94
A,a08,12174.52
A,a08,18781.34
A,a08,11265.38
A,a08,11795.04
A,a08,11485.69
A,a08,11772.6
A,a08,11849.88
A,a08,11460.35
A,a08,9940.75
A,a08,13112.18
A,a08,11122.08
A,a08,9919.12
A,a08,11672.16
A,a08,15168.24
A,a08,13791.23
A,a08,15393.89
A,a08,14116.2
A,a08,13097.12
A,a08,13782.15
A,a08,8018.52
A,a08,14890.92
A,a08,12877.28
A,a08,15493.44
A,a08,10592.41
A,a08,11321.21
A,a08,14727.08
A,a08,10249.38
A,a08,8438.56
A,a08,9470.37
A,a08,13559.41
A,a08,16811.46
A,a08,13354.87
A,a08,12205.85
A,a08,11049.4
A,a08,8465.36
A,a08,10361.19
A,a08,14731.81
A,a08,12556.36
A,a08,14494.18
A,a08,13697.26
A,a08,9017.06
A,a08,15272.24
A,a08,14651.13
A,a08,8469.37
A,a08,7435.78
A,a08,12112.56
A,a08,11369.44
A,a08,12059.52
A,a08,12090.82
A,a08,13194.0
A,a08,10178.65
A,a08,7628.88
A,a08,16659.93
A,a08,10771.2
A,a08,14026.38
A,a08,12438.06
A,a09,5175.35
A,a09,9617.27
A,a09,7156.75
A,a09,11006.8
A,a09,8405.92
A,a09,9596.87
A,a09,11651.48
A,a09,5644.21
A,a09,10913.31
A,a09,8289.13
A,a09,8531.67
A,a09,8096.08
A,a09,10194.51
A,a09,9125.35
A,a09,12376.15
A,a09,9099.41
A,a09,8030.09
A,a09,11456.05
A,a09,11493.6
A,a09,11500.17
A,a09,11767.57
A,a09,7324.86
A,a09,12151.93
A,a09,8762.87
A,a09,10297.83
A,a09,7669.52
A,a09,4543.17
A,a09,11229.36
A,a09,10417.48
A,a09,8685.85
A,a09,8766.16
A,a09,13364.49
A,a09,12675.83
A,a09,6505.87
A,a09,11039.65
A,a09,10157.81
A,a09,10386.58
A,a09,9822.65
A,a09,10237.02
A,a09,10320.79
A,a09,13624.06
A,a09,7835.31
A,a09,10100.93
A,a09,11568.41
A,a09,10371.89
A,a09,7676.42
A,a09,9665.62
A,a09,9939.45
A,a09,8336.33
A,a09,7433.84
A,a09,9919.46
A,a09,12255.73
A,a09,8633.57
A,a09,8977.5
A,a09,11678.88
A,a09,8359.53
A,a09,8166.72
A,a09,9212.12
A,a09,7954.73
A,a09,7550.12
A,a09,13315.28
A,a09,9938.61
A,a09,5741.9
A,a09,6192.03
A,a09,9013.65
A,a09,9398.0
A,a09,10753.59
A,a09,4826.1
A,a09,12215.06
A,a09,7105.9
A,a09,9242.97
A,a09,11209.23
A,a09,5255.19
A,a09,10425.08
A,a09,14912.64
A,a09,8455.5
A,a09,7909.04
A,a09,7638.19
A,a09,10125.08
A,a09,6970.78
A,a09,6700.14
A,a09,9328.95
A,a09,13134.95
A,a09,9631.01
A,a09,7340.28
A,a09,5572.44
A,a09,9977.95
A,a09,11021.61
A,a09,6614.98
A,a09,6727.69
A,a09,9577.29
A,a09,11511.34
A,a09,9125.8
A,a09,7284.84
A,a09,5115.43
A,a09,13596.13
A,a09,11005.11
A,a09,6495.52
A,a09,11778.08
A,a09,11107.92
A,a10,7597.99
A,a10,7958.85
A,a10,10513.91
A,a10,12895.23
A,a10,9908.4
A,a10,10278.41
A,a10,12799.62
A,a10,5482.05
A,a10,9085.52
A,a10,8641.74
A,a10,11384.01
A,a10,5519.89
A,a10,9329.77
A,a10,5090.48
A,a10,10006.85
A,a10,7683.76
A,a10,7471.54
A,a10,10876.33
A,a10,7726.53
A,a10,8438.89
A,a10,7966.01
A,a10,8132.88
A,a10,7396.93
A,a10,6274.83
A,a10,7119.17
A,a10,3091.56
A,a10,7698.39
A,a10,10092.33
A,a10,4762.56
A,a10,9112.03
A,a10,6989.31
A,a10,6463.6
A,a10,6094.46
A,a10,2642.8
A,a10,10712.88
A,a10,4941.67
A,a10,6082.82
A,a10,10401.77
A,a10,9491.1
A,a10,7247.1
A,a10,7556.5
A,a10,8183.11
A,a10,9706.99
A,a10,2637.18
A,a10,13066.11
A,a10,7721.99
A,a10,11476.6
A,a10,8749.29
A,a10,12441.17
A,a10,8436.92
A,a10,6309.37
A,a10,8643.74
A,a10,11282.22
A,a10,7578.5
A,a10,8207.15
A,a10,6305.92
A,a10,12298.18
A,a10,5698.53
A,a10,4738.76
A,a10,3917.67
A,a10,6149.32
A,a10,7527.93
A,a10,3840.66
A,a10,10855.02
A,a10,7994.48
A,a10,12396.72
A,a10,3239.66
A,a10,8562.15
A,a10,8611.35
A,a10,10469.94
A,a10,12085.87
A,a10,5244.67
A,a10,9365.44
A,a10,8951.02
A,a10,6411.42
A,a10,7294.12
A,a10,8647.81
A,a10,7868.69
A,a10,11411.33
A,a10,6430.14
A,a10,8567.43
A,a10,7950.6
A,a10,4739.61
A,a10,16599.51
A,a10,7809.87
A,a10,6568.68
A,a10,12963.44
A,a10,9777.83
A,a10,10976.27
A,a10,9167.29
A,a10,9058.51
A,a10,7279.8
A,a10,9237.79
A,a10,12211.81
A,a10,8911.15
A,a10,8093.4
A,a10,8339.8
A,a10,6037.53
A,a10,10801.21
A,a10,7367.4
A,a11,9541.95
A,a11,12461.01
A,a11,5634.96
A,a11,8248.54
A,a11,7265.92
A,a11,10761.26
A,a11,12302.97
A,a11,10248.09
A,a11,9233.11
A,a11,11376.52
A,a11,6619.17
A,a11,9731.16
A,a11,7344.08
A,a11,8548.73
A,a11,10376.12
A,a11,12210.4
A,a11,12165.84
A,a11,9047.09
A,a11,6877.63
A,a11,7889.68
A,a11,11131.67
A,a11,11366.04
A,a11,12567.84
A,a11,7095.34
A,a11,10334.31
A,a11,11264.83
A,a11,10429.35
A,a11,8883.89
A,a11,9949.66
A,a11,10017.96
A,a11,7886.19
A,a11,8547.81
A,a11,6631.94
A,a11,4189.85
A,a11,11676.9
A,a11,7172.26
A,a11,8618.26
A,a11,13604.78
A,a11,4900.68
A,a11,11366.63
A,a11,8289.42
A,a11,7645.03
A,a11,9849.89
A,a11,7546.29
A,a11,15115.6
A,a11,5458.18
A,a11,9344.7
A,a11,5791.49
A,a11,6984.17
A,a11,6039.46
A,a11,13881.19
A,a11,11555.31
A,a11,15102.35
A,a11,15157.0
A,a11,13495.41
A,a11,11459.32
A,a11,14647.91
A,a11,5472.8
A,a11,7891.08
A,a11,5145.81
A,a11,9768.52
A,a11,11145.61
A,a11,9996.53
A,a11,10680.32
A,a11,10751.68
A,a11,10000.97
A,a11,5762.17
A,a11,9237.43
A,a11,7347.74
A,a11,8247.99
A,a11,13863.13
A,a11,9299.76
A,a11,6434.32
A,a11,9546.2
A,a11,8520.69
A,a11,12245.55
A,a11,9840.33
A,a11,6734.27
A,a11,10172.13
A,a11,9004.45
A,a11,7315.61
A,a11,4208.84
A,a11,9632.08
A,a11,7414.33
A,a11,10872.92
A,a11,12995.43
A,a11,17729.85
A,a11,9409.04
A,a11,8899.2
A,a11,6803.37
A,a11,10763.03
A,a11,4724.1
A,a11,7569.81
A,a11,9646.28
A,a11,10380.85
A,a11,7546.65
A,a11,11712.17
A,a11,8099.15
A,a11,11488.85
A,a11,10545.24
A,a12,11393.35
A,a12,6055.8
A,a12,9373.47
A,a12,13424.18
A,a12,12637.25
A,a12,8170.25
A,a12,9754.53
A,a12,10242.3
A,a12,5325.03
A,a12,8223.17
A,a12,10672.07
A,a12,9893.61
A,a12,8153.65
A,a12,6715.3
A,a12,8553.86
A,a12,7735.77
A,a12,6189.08
A,a12,4180.71
A,a12,7745.97
A,a12,4525.76
A,a12,8232.68
A,a12,5470.46
A,a12,13442.26
A,a12,8469.24
A,a12,10779.88
A,a12,9941.94
A,a12,10791.4
A,a12,10841.27
A,a12,9564.26
A,a12,13021.99
A,a12,11424.6
A,a12,8047.29
A,a12,7298.41
A,a12,12032.12
A,a12,10241.88
A,a12,8344.84
A,a12,4882.21
A,a12,6821.09
A,a12,6736.88
A,a12,11254.53
A,a12,9632.62
A,a12,9415.69
A,a12,10263.42
A,a12,10763.87
A,a12,9823.77
A,a12,9914.14
A,a12,8596.46
A,a12,9771.83
A,a12,11368.36
A,a12,10413.01
A,a12,11538.47
A,a12,11224.96
A,a12,10207.15
A,a12,8025.59
A,a12,12895.16
A,a12,10176.08
A,a12,9055.04
A,a12,7442.83
A,a12,5761.81
A,a12,8257.3
A,a12,7017.0
A,a12,6031.21
A,a12,10173.12
A,a12,14052.5
A,a12,6025.03
A,a12,12755.21
A,a12,7718.04
A,a12,4184.49
A,a12,9727.73
A,a12,10305.34
A,a12,13549.99
A,a12,6233.18
A,a12,8844.98
A,a12,12605.88
A,a12,4794.52
A,a12,8823.91
A,a12,10274.55
A,a12,10144.59
A,a12,7667.5
A,a12,9114.32
A,a12,10833.04
A,a12,11106.77
A,a12,10131.52
A,a12,11144.22
A,a12,8099.9
A,a12,5153.79
A,a12,11561.88
A,a12,9573.66
A,a12,8448.96
A,a12,11188.33
A,a12,3835.53
A,a12,9934.93
A,a12,7405.55
A,a12,8310.51
A,a12,7496.14
A,a12,5364.35
A,a12,10865.71
A,a12,3061.66
A,a12,7343.02
A,a12,8079.76
A,a13,14543.16
A,a13,12246.86
A,a13,8420.3
A,a13,7348.48
A,a13,14182.35
A,a13,13236.66
A,a13,13151.53
A,a13,6068.58
A,a13,10426.32
A,a13,13860.32
A,a13,7690.0
A,a13,12440.91
A,a13,12182.3
A,a13,12944.8
A,a13,13839.95
A,a13,15765.04
A,a13,10868.82
A,a13,8472.02
A,a13,9051.26
A,a13,13990.08
A,a13,5403.64
A,a13,8674.67
A,a13,12935.71
A,a13,9349.53
A,a13,9747.64
A,a13,12356.42
A,a13,10857.03
A,a13,12833.04
A,a13,10652.84
A,a13,9703.44
A,a13,9392.36
A,a13,8100.73
A,a13,11157.84
A,a13,11924.67
A,a13,9218.62
A,a13,14325.6
A,a13,8539.26
A,a13,9249.35
A,a13,8579.17
A,a13,11565.43
A,a13,13402.25
A,a13,10574.02
A,a13,8604.63
A,a13,8684.25
A,a13,11497.19
A,a13,10774.09
A,a13,8654.85
A,a13,9841.63
A,a13,8834.6
A,a13,7747.0
A,a13,10387.91
A,a13,10671.14
A,a13,12344.08
A,a13,15118.12
A,a13,10392.83
A,a13,12796.62
A,a13,13590.16
A,a13,11301.67
A,a13,13539.43
A,a13,12040.36
A,a13,8294.39
A,a13,14253.06
A,a13,10642.77
A,a13,13045.51
A,a13,8272.26
A,a13,9337.22
A,a13,10430.12
A,a13,12154.62
A,a13,12135.24
A,a13,13203.37
A,a13,8614.64
A,a13,11533.41
A,a13,13282.97
A,a13,14728.16
A,a13,8485.18
A,a13,14405.16
A,a13,6260.7
A,a13,7933.01
A,a13,13564.78
A,a13,11354.64
A,a13,16392.94
A,a13,7074.34
A,a13,12873.94
A,a13,9486.98
A,a13,12227.7
A,a13,17996.66
A,a13,6920.95
A,a13,9093.9
A,a13,11357.57
A,a13,12266.76
A,a13,13037.45
A,a13,11730.23
A,a13,12538.89
A,a13,14783.33
A,a13,11142.53
A,a13,8860.18
A,a13,6179.77
